project;class;from;to;metric
Jext;org.jext.options.StyleTable.StyleTableModel;Map;List;1.0
Jext;org.jext.options.StyleTable.StyleTableModel;Map;Set;1.0
Jext;org.jext.options.StyleTable.StyleTableModel;Set;List;0.0
Jext;org.jext.options.StyleTable.StyleTableModel;Set;Map;1.0
Jext;org.jext.options.UIOptions;List;Map;0.0
Jext;org.jext.options.UIOptions;List;Set;0.85
Jext;org.jext.options.UIOptions;Map;List;0.93
Jext;org.jext.options.UIOptions;Map;Set;0.92
Jext;org.jext.print.PrintText;List;Map;0.39
Jext;org.jext.print.PrintText;List;Set;0.6
Jext;org.jext.project.AbstractProject;Map;List;0.55
Jext;org.jext.project.AbstractProject;Map;Set;1.0
Jext;org.jext.project.AbstractProjectManager;List;Map;0.8
Jext;org.jext.project.AbstractProjectManager;List;Set;0.0
Jext;org.jext.project.DefaultProjectManager.DefaultProject;List;Map;0.66
Jext;org.jext.project.DefaultProjectManager.DefaultProject;List;Set;0.6
Jext;org.jext.project.DefaultProjectManager;List;Map;0.77
Jext;org.jext.project.DefaultProjectManager;List;Set;0.69
Jext;org.jext.project.DefaultProjectManager;Map;List;0.41
Jext;org.jext.project.DefaultProjectManager;Map;Set;0.77
Jext;org.jext.scripting.python.Run;List;Map;1.0
Jext;org.jext.scripting.python.Run;List;Set;0.0
Jext;org.jext.search.FindAllDialog;List;Map;1.0
Jext;org.jext.search.FindAllDialog;List;Set;0.0
Jext;org.jext.search.SearchHighlight;List;Map;0.0
Jext;org.jext.search.SearchHighlight;List;Set;0.85
Jext;org.jext.toolbar.FastSyntax;List;Map;0.0
Jext;org.jext.toolbar.FastSyntax;List;Set;1.0
Jext;org.jext.toolbar.JextToolBar;List;Map;0.0
Jext;org.jext.toolbar.JextToolBar;List;Set;0.85
Jext;org.jext.xinsert.XTree;List;Map;0.71
Jext;org.jext.xinsert.XTree;List;Set;0.9
Jext;org.jext.xml.XBarHandler;List;Map;1.0
Jext;org.jext.xml.XBarHandler;List;Set;1.0
Jext;org.jext.xml.XInsertHandler;List;Map;1.0
Jext;org.jext.xml.XInsertHandler;List;Set;1.0
Jext;org.jext.xml.XMenuHandler;List;Map;1.0
Jext;org.jext.xml.XMenuHandler;List;Set;1.0
Jext;org.jext.xml.XPopupHandler;List;Map;1.0
Jext;org.jext.xml.XPopupHandler;List;Set;1.0
Jext;org.jext.xml.XPropertiesHandler;Map;List;1.0
Jext;org.jext.xml.XPropertiesHandler;Map;Set;1.0
