project;class;from;to;metric
PMD;net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule.ExceptionParser;Set;List;0.0
PMD;net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule.ExceptionParser;Set;Map;1.0
PMD;net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule;List;Map;0.39
PMD;net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule;List;Set;0.6
PMD;net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule;Map;List;0.66
PMD;net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule;Map;Set;0.86
PMD;net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule;Set;List;0.0
PMD;net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule;Set;Map;1.0
PMD;net.sourceforge.pmd.rules.strings.ConsecutiveLiteralAppends;List;Map;0.0
PMD;net.sourceforge.pmd.rules.strings.ConsecutiveLiteralAppends;List;Set;0.85
PMD;net.sourceforge.pmd.rules.strings.ConsecutiveLiteralAppends;Map;List;1.0
PMD;net.sourceforge.pmd.rules.strings.ConsecutiveLiteralAppends;Map;Set;1.0
PMD;net.sourceforge.pmd.rules.strings.ConsecutiveLiteralAppends;Set;List;0.0
PMD;net.sourceforge.pmd.rules.strings.ConsecutiveLiteralAppends;Set;Map;1.0
PMD;net.sourceforge.pmd.rules.strings.InefficientStringBuffering;List;Map;1.0
PMD;net.sourceforge.pmd.rules.strings.InefficientStringBuffering;List;Set;0.0
PMD;net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration;List;Map;0.0
PMD;net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration;List;Set;0.85
PMD;net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration;Map;List;0.68
PMD;net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration;Map;Set;1.0
PMD;net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration;Set;List;0.0
PMD;net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration;Set;Map;1.0
PMD;net.sourceforge.pmd.rules.strings.StringInstantiation;List;Map;0.0
PMD;net.sourceforge.pmd.rules.strings.StringInstantiation;List;Set;0.0
PMD;net.sourceforge.pmd.rules.strings.UseStringBufferLength;List;Map;0.0
PMD;net.sourceforge.pmd.rules.strings.UseStringBufferLength;List;Set;0.85
PMD;net.sourceforge.pmd.rules.strings.UseStringBufferLength;Set;List;0.0
PMD;net.sourceforge.pmd.rules.strings.UseStringBufferLength;Set;Map;0.77
PMD;net.sourceforge.pmd.rules.sunsecure.ArrayIsStoredDirectly;List;Map;0.95
PMD;net.sourceforge.pmd.rules.sunsecure.ArrayIsStoredDirectly;List;Set;0.0
PMD;net.sourceforge.pmd.rules.sunsecure.MethodReturnsInternalArray;List;Map;0.0
PMD;net.sourceforge.pmd.rules.sunsecure.MethodReturnsInternalArray;List;Set;0.0
PMD;net.sourceforge.pmd.sourcetypehandlers.SourceTypeHandlerBroker;Map;List;0.0
PMD;net.sourceforge.pmd.sourcetypehandlers.SourceTypeHandlerBroker;Map;Set;1.0
PMD;net.sourceforge.pmd.stat.StatisticalRule;Set;List;0.43
PMD;net.sourceforge.pmd.stat.StatisticalRule;Set;Map;0.78
PMD;net.sourceforge.pmd.symboltable.ClassScope;List;Map;0.58
PMD;net.sourceforge.pmd.symboltable.ClassScope;List;Set;0.0
PMD;net.sourceforge.pmd.symboltable.ClassScope;Map;List;0.76
PMD;net.sourceforge.pmd.symboltable.ClassScope;Map;Set;0.99
PMD;net.sourceforge.pmd.symboltable.ClassScope;Set;List;0.0
PMD;net.sourceforge.pmd.symboltable.ClassScope;Set;Map;1.0
PMD;net.sourceforge.pmd.symboltable.ImageFinderFunction;Set;List;0.0
PMD;net.sourceforge.pmd.symboltable.ImageFinderFunction;Set;Map;1.0
PMD;net.sourceforge.pmd.symboltable.LocalScope;List;Map;1.0
PMD;net.sourceforge.pmd.symboltable.LocalScope;List;Set;0.0
PMD;net.sourceforge.pmd.symboltable.LocalScope;Map;List;0.78
PMD;net.sourceforge.pmd.symboltable.LocalScope;Map;Set;1.0
PMD;net.sourceforge.pmd.symboltable.LocalScope;Set;List;0.0
PMD;net.sourceforge.pmd.symboltable.LocalScope;Set;Map;1.0
PMD;net.sourceforge.pmd.symboltable.MethodScope;List;Map;1.0
PMD;net.sourceforge.pmd.symboltable.MethodScope;List;Set;0.0
PMD;net.sourceforge.pmd.symboltable.MethodScope;Map;List;0.78
PMD;net.sourceforge.pmd.symboltable.MethodScope;Map;Set;1.0
PMD;net.sourceforge.pmd.symboltable.MethodScope;Set;List;0.0
PMD;net.sourceforge.pmd.symboltable.MethodScope;Set;Map;1.0
PMD;net.sourceforge.pmd.symboltable.NameFinder;List;Map;0.63
PMD;net.sourceforge.pmd.symboltable.NameFinder;List;Set;0.6
PMD;net.sourceforge.pmd.symboltable.ScopeAndDeclarationFinder;List;Map;0.71
PMD;net.sourceforge.pmd.symboltable.ScopeAndDeclarationFinder;List;Set;0.9
PMD;net.sourceforge.pmd.symboltable.SourceFileScope;Map;List;1.0
PMD;net.sourceforge.pmd.symboltable.SourceFileScope;Map;Set;1.0
PMD;net.sourceforge.pmd.symboltable.SourceFileScope;Set;List;0.0
PMD;net.sourceforge.pmd.symboltable.SourceFileScope;Set;Map;1.0
PMD;net.sourceforge.pmd.symboltable.TypeSet.PrimitiveTypeResolver;Map;List;0.72
PMD;net.sourceforge.pmd.symboltable.TypeSet.PrimitiveTypeResolver;Map;Set;1.0
PMD;net.sourceforge.pmd.symboltable.TypeSet;List;Map;0.58
PMD;net.sourceforge.pmd.symboltable.TypeSet;List;Set;0.0
PMD;net.sourceforge.pmd.symboltable.TypeSet;Set;List;0.0
PMD;net.sourceforge.pmd.symboltable.TypeSet;Set;Map;0.62
PMD;net.sourceforge.pmd.symboltable.VariableUsageFinderFunction;Map;List;0.55
PMD;net.sourceforge.pmd.symboltable.VariableUsageFinderFunction;Map;Set;1.0
PMD;net.sourceforge.pmd.typeresolution.ClassTypeResolver;List;Map;1.0
PMD;net.sourceforge.pmd.typeresolution.ClassTypeResolver;List;Set;0.0
PMD;net.sourceforge.pmd.typeresolution.ClassTypeResolver;Map;List;0.72
PMD;net.sourceforge.pmd.typeresolution.ClassTypeResolver;Map;Set;1.0
PMD;net.sourceforge.pmd.typeresolution.PMDASMClassLoader;List;Map;0.0
PMD;net.sourceforge.pmd.typeresolution.PMDASMClassLoader;List;Set;0.0
PMD;net.sourceforge.pmd.typeresolution.PMDASMClassLoader;Set;List;0.0
PMD;net.sourceforge.pmd.typeresolution.PMDASMClassLoader;Set;Map;1.0
PMD;net.sourceforge.pmd.typeresolution.TypeHelper;List;Map;1.0
PMD;net.sourceforge.pmd.typeresolution.TypeHelper;List;Set;0.0
PMD;net.sourceforge.pmd.typeresolution.TypeHelper;Map;List;1.0
PMD;net.sourceforge.pmd.typeresolution.TypeHelper;Map;Set;1.0
PMD;net.sourceforge.pmd.typeresolution.rules.CloneMethodMustImplementCloneable;List;Map;0.41
PMD;net.sourceforge.pmd.typeresolution.rules.CloneMethodMustImplementCloneable;List;Set;0.6
PMD;net.sourceforge.pmd.typeresolution.rules.SignatureDeclareThrowsException;List;Map;0.0
PMD;net.sourceforge.pmd.typeresolution.rules.SignatureDeclareThrowsException;List;Set;0.0
PMD;net.sourceforge.pmd.typeresolution.rules.imports.UnusedImports;Set;List;0.0
PMD;net.sourceforge.pmd.typeresolution.rules.imports.UnusedImports;Set;Map;0.62
PMD;net.sourceforge.pmd.typeresolution.visitors.PMDASMVisitor;List;Map;1.0
PMD;net.sourceforge.pmd.typeresolution.visitors.PMDASMVisitor;List;Set;0.0
PMD;net.sourceforge.pmd.typeresolution.visitors.PMDASMVisitor;Map;List;1.0
PMD;net.sourceforge.pmd.typeresolution.visitors.PMDASMVisitor;Map;Set;1.0
PMD;net.sourceforge.pmd.util.Benchmark;List;Map;1.0
PMD;net.sourceforge.pmd.util.Benchmark;List;Set;0.0
PMD;net.sourceforge.pmd.util.Benchmark;Map;List;0.54
PMD;net.sourceforge.pmd.util.Benchmark;Map;Set;0.81
PMD;net.sourceforge.pmd.util.Benchmark;Set;List;0.0
PMD;net.sourceforge.pmd.util.Benchmark;Set;Map;1.0
PMD;net.sourceforge.pmd.util.ClasspathClassLoader;List;Map;0.97
PMD;net.sourceforge.pmd.util.ClasspathClassLoader;List;Set;0.0
PMD;net.sourceforge.pmd.util.CollectionUtil;Map;List;0.97
PMD;net.sourceforge.pmd.util.CollectionUtil;Map;Set;0.97
PMD;net.sourceforge.pmd.util.CollectionUtil;Set;List;0.0
PMD;net.sourceforge.pmd.util.CollectionUtil;Set;Map;1.0
PMD;net.sourceforge.pmd.util.FileFinder;List;Map;1.0
PMD;net.sourceforge.pmd.util.FileFinder;List;Set;0.0
PMD;net.sourceforge.pmd.util.StringUtil;List;Map;0.97
PMD;net.sourceforge.pmd.util.StringUtil;List;Set;0.0
PMD;net.sourceforge.pmd.util.TypeMap;Map;List;0.72
PMD;net.sourceforge.pmd.util.TypeMap;Map;Set;1.0
PMD;net.sourceforge.pmd.util.designer.DFAPanel.DFACanvas;List;Map;0.0
PMD;net.sourceforge.pmd.util.designer.DFAPanel.DFACanvas;List;Set;0.85
PMD;net.sourceforge.pmd.util.designer.DFAPanel;List;Map;0.0
PMD;net.sourceforge.pmd.util.designer.DFAPanel;List;Set;1.0
PMD;net.sourceforge.pmd.util.designer.Designer.DFAListener;List;Map;0.0
PMD;net.sourceforge.pmd.util.designer.Designer.DFAListener;List;Set;0.0
PMD;net.sourceforge.pmd.util.designer.Designer.SymbolTableListener;List;Map;0.39
PMD;net.sourceforge.pmd.util.designer.Designer.SymbolTableListener;List;Set;0.6
PMD;net.sourceforge.pmd.util.designer.Designer.SymbolTableListener;Map;List;0.44
PMD;net.sourceforge.pmd.util.designer.Designer.SymbolTableListener;Map;Set;0.97
PMD;net.sourceforge.pmd.util.filter.AbstractCompoundFilter;List;Map;0.39
PMD;net.sourceforge.pmd.util.filter.AbstractCompoundFilter;List;Set;0.6
PMD;net.sourceforge.pmd.util.filter.Filters;List;Map;0.58
PMD;net.sourceforge.pmd.util.filter.Filters;List;Set;0.0
PMD;net.sourceforge.pmd.util.viewer.gui.ASTPanel;List;Map;1.0
PMD;net.sourceforge.pmd.util.viewer.gui.ASTPanel;List;Set;0.75
PMD;net.sourceforge.pmd.util.viewer.model.ASTModel;List;Map;0.61
PMD;net.sourceforge.pmd.util.viewer.model.ASTModel;List;Set;0.0
PMD;net.sourceforge.pmd.util.viewer.model.SimpleNodeTreeNodeAdapter;List;Map;0.57
PMD;net.sourceforge.pmd.util.viewer.model.SimpleNodeTreeNodeAdapter;List;Set;0.69
PMD;net.sourceforge.pmd.util.viewer.model.ViewerModel;List;Map;0.31
PMD;net.sourceforge.pmd.util.viewer.model.ViewerModel;List;Set;0.6
