project;class;from;to;metric
Jedit;org.gjt.sp.jedit.io.FavoritesVFS;List;Set;0.75
Jedit;org.gjt.sp.jedit.io.FileRootsVFS;List;Map;0.96
Jedit;org.gjt.sp.jedit.io.FileRootsVFS;List;Set;0.79
Jedit;org.gjt.sp.jedit.io.VFS;List;Map;0.88
Jedit;org.gjt.sp.jedit.io.VFS;List;Set;0.85
Jedit;org.gjt.sp.jedit.io.VFSManager.SendVFSUpdatesSafely;List;Map;0.82
Jedit;org.gjt.sp.jedit.io.VFSManager.SendVFSUpdatesSafely;List;Set;0.9
Jedit;org.gjt.sp.jedit.io.VFSManager;List;Map;0.88
Jedit;org.gjt.sp.jedit.io.VFSManager;List;Set;0.85
Jedit;org.gjt.sp.jedit.io.VFSManager;Map;List;0.86
Jedit;org.gjt.sp.jedit.io.VFSManager;Map;Set;1.0
Jedit;org.gjt.sp.jedit.jEdit.DockingLayoutSetter;List;Map;1.0
Jedit;org.gjt.sp.jedit.jEdit.DockingLayoutSetter;List;Set;1.0
Jedit;org.gjt.sp.jedit.jEdit;List;Map;0.91
Jedit;org.gjt.sp.jedit.jEdit;List;Set;0.82
Jedit;org.gjt.sp.jedit.jEdit;Map;List;0.75
Jedit;org.gjt.sp.jedit.jEdit;Map;Set;0.82
Jedit;org.gjt.sp.jedit.menu.MacrosProvider;List;Map;0.88
Jedit;org.gjt.sp.jedit.menu.MacrosProvider;List;Set;0.88
Jedit;org.gjt.sp.jedit.menu.MarkersProvider;List;Map;0.81
Jedit;org.gjt.sp.jedit.menu.MarkersProvider;List;Set;0.91
Jedit;org.gjt.sp.jedit.menu.PluginsProvider;List;Map;0.9
Jedit;org.gjt.sp.jedit.menu.PluginsProvider;List;Set;0.79
Jedit;org.gjt.sp.jedit.menu.RecentDirectoriesProvider;List;Map;0.93
Jedit;org.gjt.sp.jedit.menu.RecentDirectoriesProvider;List;Set;0.92
Jedit;org.gjt.sp.jedit.menu.RecentFilesProvider;List;Map;0.86
Jedit;org.gjt.sp.jedit.menu.RecentFilesProvider;List;Set;0.82
Jedit;org.gjt.sp.jedit.menu.ReloadWithEncodingProvider;Map;List;1.0
Jedit;org.gjt.sp.jedit.menu.ReloadWithEncodingProvider;Map;Set;1.0
Jedit;org.gjt.sp.jedit.options.AbbrevsOptionPane.AbbrevsModel;List;Map;0.86
Jedit;org.gjt.sp.jedit.options.AbbrevsOptionPane.AbbrevsModel;List;Set;0.86
Jedit;org.gjt.sp.jedit.options.AbbrevsOptionPane.AbbrevsModel;Map;List;1.0
Jedit;org.gjt.sp.jedit.options.AbbrevsOptionPane.AbbrevsModel;Map;Set;1.0
Jedit;org.gjt.sp.jedit.options.AbbrevsOptionPane.ActionHandler;Map;List;0.75
Jedit;org.gjt.sp.jedit.options.AbbrevsOptionPane.ActionHandler;Map;Set;1.0
Jedit;org.gjt.sp.jedit.options.AbbrevsOptionPane;Map;List;0.9
Jedit;org.gjt.sp.jedit.options.AbbrevsOptionPane;Map;Set;1.0
Jedit;org.gjt.sp.jedit.options.BrowserColorsModel;List;Map;0.86
Jedit;org.gjt.sp.jedit.options.BrowserColorsModel;List;Set;0.86
Jedit;org.gjt.sp.jedit.options.EncodingsOptionPane;List;Map;1.0
Jedit;org.gjt.sp.jedit.options.EncodingsOptionPane;List;Set;0.75
Jedit;org.gjt.sp.jedit.options.PluginManagerOptionPane.MirrorModel;List;Map;0.83
Jedit;org.gjt.sp.jedit.options.PluginManagerOptionPane.MirrorModel;List;Set;0.96
Jedit;org.gjt.sp.jedit.options.PluginManagerOptionPane.UpdateMirrorsThread;List;Map;1.0
Jedit;org.gjt.sp.jedit.options.PluginManagerOptionPane.UpdateMirrorsThread;List;Set;0.75
Jedit;org.gjt.sp.jedit.options.ShortcutsOptionPane.ShortcutsModel;List;Map;0.83
Jedit;org.gjt.sp.jedit.options.ShortcutsOptionPane.ShortcutsModel;List;Set;0.96
Jedit;org.gjt.sp.jedit.options.ShortcutsOptionPane;List;Map;0.96
Jedit;org.gjt.sp.jedit.options.ShortcutsOptionPane;List;Set;0.65
Jedit;org.gjt.sp.jedit.options.SyntaxHiliteOptionPane.StyleTableModel;List;Map;0.88
Jedit;org.gjt.sp.jedit.options.SyntaxHiliteOptionPane.StyleTableModel;List;Set;0.88
Jedit;org.gjt.sp.jedit.options.ToolBarEditDialog;List;Map;1.0
Jedit;org.gjt.sp.jedit.options.ToolBarEditDialog;List;Set;0.75
Jedit;org.gjt.sp.jedit.options.WindowTableModel;List;Map;0.9
Jedit;org.gjt.sp.jedit.options.WindowTableModel;List;Set;0.82
Jedit;org.gjt.sp.jedit.options.WindowTableModel;Map;List;0.9
Jedit;org.gjt.sp.jedit.options.WindowTableModel;Map;Set;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.ClearPluginSet;Set;List;0.8
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.ClearPluginSet;Set;Map;0.8
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.Entry;List;Map;0.98
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.Entry;List;Set;0.77
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.InstallButton;List;Map;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.InstallButton;List;Set;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginInfoBox;List;Map;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginInfoBox;List;Set;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginTableModel;List;Map;0.85
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginTableModel;List;Set;0.84
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginTableModel;Map;List;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginTableModel;Map;Set;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginTableModel;Set;List;0.8
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginTableModel;Set;Map;0.97
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.SizeLabel;List;Map;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.SizeLabel;List;Set;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.StringMapHandler;Set;List;0.77
Jedit;org.gjt.sp.jedit.pluginmgr.InstallPanel.StringMapHandler;Set;Map;0.89
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.Entry;List;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.Entry;List;Set;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.FindOrphan;List;Map;0.86
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.FindOrphan;List;Set;0.82
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.FindOrphan;Map;List;0.9
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.FindOrphan;Map;Set;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.FindOrphan;Set;List;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.FindOrphan;Set;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.HeaderMouseHandler.CleanupActionListener;List;Map;0.88
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.HeaderMouseHandler.CleanupActionListener;List;Set;0.85
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.ManagePanelRestoreHandler;Set;List;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.ManagePanelRestoreHandler;Set;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.PluginTableModel;List;Map;0.87
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.PluginTableModel;List;Set;0.72
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.PluginTableModel;Map;List;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.PluginTableModel;Map;Set;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.RemoveButton;List;Map;0.98
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.RemoveButton;List;Set;0.79
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.RemoveButton;Set;List;0.79
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.RemoveButton;Set;Map;0.96
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.SaveButton;List;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel.SaveButton;List;Set;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel;Set;List;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.ManagePanel;Set;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.MirrorList;List;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.MirrorList;List;Set;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.MirrorListHandler;List;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.MirrorListHandler;List;Set;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList.Branch;List;Map;0.83
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList.Branch;List;Set;0.96
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList.Dependency;List;Map;0.83
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList.Dependency;List;Set;0.96
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList.Plugin;List;Map;0.83
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList.Plugin;List;Set;0.96
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList;List;Map;0.86
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList;List;Set;0.86
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList;Map;List;0.84
Jedit;org.gjt.sp.jedit.pluginmgr.PluginList;Map;Set;0.92
Jedit;org.gjt.sp.jedit.pluginmgr.PluginListHandler;List;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.PluginListHandler;List;Set;0.9
Jedit;org.gjt.sp.jedit.pluginmgr.Roster.Install;List;Map;1.0
Jedit;org.gjt.sp.jedit.pluginmgr.Roster.Install;List;Set;0.75
Jedit;org.gjt.sp.jedit.pluginmgr.Roster.Remove;List;Map;0.89
Jedit;org.gjt.sp.jedit.pluginmgr.Roster.Remove;List;Set;0.77
Jedit;org.gjt.sp.jedit.pluginmgr.Roster;List;Map;0.86
Jedit;org.gjt.sp.jedit.pluginmgr.Roster;List;Set;0.85
Jedit;org.gjt.sp.jedit.print.BufferPrintable;List;Map;0.85
Jedit;org.gjt.sp.jedit.print.BufferPrintable;List;Set;0.84
Jedit;org.gjt.sp.jedit.search.AllBufferSet;List;Map;0.96
Jedit;org.gjt.sp.jedit.search.AllBufferSet;List;Set;0.79
Jedit;org.gjt.sp.jedit.search.HyperSearchOperationNode;List;Map;0.86
Jedit;org.gjt.sp.jedit.search.HyperSearchOperationNode;List;Set;0.86
Jedit;org.gjt.sp.jedit.search.HyperSearchOperationNode;Map;List;0.86
Jedit;org.gjt.sp.jedit.search.HyperSearchOperationNode;Map;Set;1.0
Jedit;org.gjt.sp.jedit.search.SearchDialog;Map;List;0.84
Jedit;org.gjt.sp.jedit.search.SearchDialog;Map;Set;0.92
Jedit;org.gjt.sp.jedit.syntax.DisplayTokenHandler;List;Map;1.0
Jedit;org.gjt.sp.jedit.syntax.DisplayTokenHandler;List;Set;0.75
Jedit;org.gjt.sp.jedit.syntax.KeywordMap;List;Map;0.96
Jedit;org.gjt.sp.jedit.syntax.KeywordMap;List;Set;0.79
Jedit;org.gjt.sp.jedit.syntax.ModeProvider;List;Map;0.88
Jedit;org.gjt.sp.jedit.syntax.ModeProvider;List;Set;0.85
Jedit;org.gjt.sp.jedit.syntax.ParserRule;Set;List;0.83
Jedit;org.gjt.sp.jedit.syntax.ParserRule;Set;Map;0.96
Jedit;org.gjt.sp.jedit.syntax.ParserRuleSet;List;Map;0.78
Jedit;org.gjt.sp.jedit.syntax.ParserRuleSet;List;Set;0.68
Jedit;org.gjt.sp.jedit.syntax.ParserRuleSet;Map;List;0.9
Jedit;org.gjt.sp.jedit.syntax.ParserRuleSet;Map;Set;1.0
Jedit;org.gjt.sp.jedit.syntax.TokenMarker.LineContext;Map;List;0.86
Jedit;org.gjt.sp.jedit.syntax.TokenMarker.LineContext;Map;Set;1.0
Jedit;org.gjt.sp.jedit.syntax.TokenMarker;Map;List;0.88
Jedit;org.gjt.sp.jedit.syntax.TokenMarker;Map;Set;0.97
Jedit;org.gjt.sp.jedit.syntax.XModeHandler.TagDecl;List;Map;0.83
Jedit;org.gjt.sp.jedit.syntax.XModeHandler.TagDecl;List;Set;0.96
Jedit;org.gjt.sp.jedit.syntax.XModeHandler;List;Map;0.92
Jedit;org.gjt.sp.jedit.syntax.XModeHandler;List;Set;0.87
Jedit;org.gjt.sp.jedit.syntax.XModeHandler;Map;List;1.0
Jedit;org.gjt.sp.jedit.syntax.XModeHandler;Map;Set;1.0
Jedit;org.gjt.sp.jedit.textarea.ChunkCache;List;Map;0.78
Jedit;org.gjt.sp.jedit.textarea.ChunkCache;List;Set;0.75
Jedit;org.gjt.sp.jedit.textarea.DisplayManager;List;Map;1.0
Jedit;org.gjt.sp.jedit.textarea.DisplayManager;List;Set;0.83
Jedit;org.gjt.sp.jedit.textarea.DisplayManager;Map;List;0.87
Jedit;org.gjt.sp.jedit.textarea.DisplayManager;Map;Set;0.94
Jedit;org.gjt.sp.jedit.textarea.ExtensionManager;List;Map;0.88
Jedit;org.gjt.sp.jedit.textarea.ExtensionManager;List;Set;0.85
Jedit;org.gjt.sp.jedit.textarea.Selection.Rect;List;Map;0.86
Jedit;org.gjt.sp.jedit.textarea.Selection.Rect;List;Set;0.86
Jedit;org.gjt.sp.jedit.textarea.SelectionManager;List;Map;0.79
Jedit;org.gjt.sp.jedit.textarea.SelectionManager;List;Set;0.75
Jedit;org.gjt.sp.jedit.textarea.SelectionManager;Set;List;0.83
Jedit;org.gjt.sp.jedit.textarea.SelectionManager;Set;Map;0.96
Jedit;org.gjt.sp.jedit.textarea.StandaloneTextArea;Map;List;1.0
Jedit;org.gjt.sp.jedit.textarea.StandaloneTextArea;Map;Set;1.0
Jedit;org.gjt.sp.jedit.textarea.TextArea;List;Map;0.87
Jedit;org.gjt.sp.jedit.textarea.TextArea;List;Set;0.86
Jedit;org.gjt.sp.jedit.textarea.TextAreaPainter;Map;List;0.89
Jedit;org.gjt.sp.jedit.textarea.TextAreaPainter;Map;Set;0.89
Jedit;org.gjt.sp.jedit.visitors.JEditVisitorAdapter;Set;List;0.75
Jedit;org.gjt.sp.jedit.visitors.JEditVisitorAdapter;Set;Map;1.0
Jedit;org.gjt.sp.util.Log.LogListModel;List;Map;0.85
Jedit;org.gjt.sp.util.Log.LogListModel;List;Set;0.84
Jedit;org.gjt.sp.util.Log;List;Map;0.9
Jedit;org.gjt.sp.util.Log;List;Set;0.82
Jedit;org.gjt.sp.util.PropertiesBean;Map;List;0.8
Jedit;org.gjt.sp.util.PropertiesBean;Map;Set;0.8
Jedit;org.gjt.sp.util.StandardUtilities;List;Map;0.98
Jedit;org.gjt.sp.util.StandardUtilities;List;Set;0.98
Jedit;org.gjt.sp.util.StringList;List;Map;0.88
Jedit;org.gjt.sp.util.StringList;List;Set;0.88
