project;class;from;to;metric
JGrapht;org.jgrapht.alg.VertexCovers;Set;List;0.0
JGrapht;org.jgrapht.alg.VertexCovers;Set;Map;0.97
JGrapht;org.jgrapht.demo.CompleteGraphDemo;Set;List;0.0
JGrapht;org.jgrapht.demo.CompleteGraphDemo;Set;Map;1.0
JGrapht;org.jgrapht.experimental.GraphReader;List;Map;0.39
JGrapht;org.jgrapht.experimental.GraphReader;List;Set;0.6
JGrapht;org.jgrapht.experimental.GraphReader;Map;List;0.55
JGrapht;org.jgrapht.experimental.GraphReader;Map;Set;1.0
JGrapht;org.jgrapht.experimental.GraphSquare;List;Map;0.0
JGrapht;org.jgrapht.experimental.GraphSquare;List;Set;0.85
JGrapht;org.jgrapht.experimental.GraphTests;List;Map;1.0
JGrapht;org.jgrapht.experimental.GraphTests;List;Set;0.0
JGrapht;org.jgrapht.experimental.GraphTests;Set;List;0.0
JGrapht;org.jgrapht.experimental.GraphTests;Set;Map;0.78
JGrapht;org.jgrapht.experimental.PartiteRandomGraphGenerator;Map;List;1.0
JGrapht;org.jgrapht.experimental.PartiteRandomGraphGenerator;Map;Set;1.0
JGrapht;org.jgrapht.experimental.RandomGraphHelper;List;Map;0.0
JGrapht;org.jgrapht.experimental.RandomGraphHelper;List;Set;0.85
JGrapht;org.jgrapht.experimental.alg.IntArrayGraphAlgorithm;List;Map;0.55
JGrapht;org.jgrapht.experimental.alg.IntArrayGraphAlgorithm;List;Set;0.67
JGrapht;org.jgrapht.experimental.alg.IntArrayGraphAlgorithm;Map;List;0.55
JGrapht;org.jgrapht.experimental.alg.IntArrayGraphAlgorithm;Map;Set;1.0
JGrapht;org.jgrapht.experimental.alg.IntArrayGraphAlgorithm;Set;List;0.0
JGrapht;org.jgrapht.experimental.alg.IntArrayGraphAlgorithm;Set;Map;0.0
JGrapht;org.jgrapht.experimental.alg.color.BrownBacktrackColoring;List;Map;0.0
JGrapht;org.jgrapht.experimental.alg.color.BrownBacktrackColoring;List;Set;0.85
JGrapht;org.jgrapht.experimental.alg.color.BrownBacktrackColoring;Map;List;1.0
JGrapht;org.jgrapht.experimental.alg.color.BrownBacktrackColoring;Map;Set;1.0
JGrapht;org.jgrapht.experimental.alg.color.GreedyColoring;List;Map;0.31
JGrapht;org.jgrapht.experimental.alg.color.GreedyColoring;List;Set;0.6
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap;Map;List;0.41
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap;Map;Set;0.77
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap;List;Map;0.31
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap;List;Set;0.82
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap;Map;List;0.41
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap;Map;Set;0.77
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedArrayListImpl;List;Map;0.39
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedArrayListImpl;List;Set;0.82
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedHashSetImpl;Set;List;0.0
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedHashSetImpl;Set;Map;0.77
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph;Set;List;0.0
JGrapht;org.jgrapht.experimental.dag.DirectedAcyclicGraph;Set;Map;0.62
JGrapht;org.jgrapht.experimental.equivalence.EquivalenceComparatorChainBase;List;Map;1.0
JGrapht;org.jgrapht.experimental.equivalence.EquivalenceComparatorChainBase;List;Set;0.25
JGrapht;org.jgrapht.experimental.equivalence.EquivalenceSet;Set;List;0.0
JGrapht;org.jgrapht.experimental.equivalence.EquivalenceSet;Set;Map;0.97
JGrapht;org.jgrapht.experimental.equivalence.EquivalenceSetCreator;List;Map;0.97
JGrapht;org.jgrapht.experimental.equivalence.EquivalenceSetCreator;List;Set;0.0
JGrapht;org.jgrapht.experimental.equivalence.EquivalenceSetCreator;Map;List;0.68
JGrapht;org.jgrapht.experimental.equivalence.EquivalenceSetCreator;Map;Set;1.0
JGrapht;org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector;Set;List;0.0
JGrapht;org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector;Set;Map;0.45
JGrapht;org.jgrapht.experimental.isomorphism.GraphOrdering;Map;List;0.66
JGrapht;org.jgrapht.experimental.isomorphism.GraphOrdering;Map;Set;0.98
JGrapht;org.jgrapht.experimental.isomorphism.GraphOrdering;Set;List;0.0
JGrapht;org.jgrapht.experimental.isomorphism.GraphOrdering;Set;Map;0.62
JGrapht;org.jgrapht.experimental.isomorphism.IsomorphismRelation;List;Map;0.0
JGrapht;org.jgrapht.experimental.isomorphism.IsomorphismRelation;List;Set;0.85
JGrapht;org.jgrapht.experimental.isomorphism.IsomorphismRelation;Map;List;1.0
JGrapht;org.jgrapht.experimental.isomorphism.IsomorphismRelation;Map;Set;1.0
JGrapht;org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector;Set;List;0.0
JGrapht;org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector;Set;Map;0.92
JGrapht;org.jgrapht.experimental.permutation.CollectionPermutationIter;List;Map;0.39
JGrapht;org.jgrapht.experimental.permutation.CollectionPermutationIter;List;Set;0.9
JGrapht;org.jgrapht.experimental.permutation.CollectionPermutationIter;Set;List;0.0
JGrapht;org.jgrapht.experimental.permutation.CollectionPermutationIter;Set;Map;0.0
JGrapht;org.jgrapht.experimental.touchgraph.TouchgraphConverter;List;Map;0.0
JGrapht;org.jgrapht.experimental.touchgraph.TouchgraphConverter;List;Set;0.85
JGrapht;org.jgrapht.ext.IntegerEdgeNameProvider;Map;List;0.41
JGrapht;org.jgrapht.ext.IntegerEdgeNameProvider;Map;Set;0.77
JGrapht;org.jgrapht.ext.IntegerNameProvider;Map;List;0.41
JGrapht;org.jgrapht.ext.IntegerNameProvider;Map;Set;0.77
JGrapht;org.jgrapht.ext.JGraphModelAdapter.JGraphListener;List;Map;1.0
JGrapht;org.jgrapht.ext.JGraphModelAdapter.JGraphListener;List;Set;0.0
JGrapht;org.jgrapht.ext.JGraphModelAdapter.JGraphTListener;Set;List;0.0
JGrapht;org.jgrapht.ext.JGraphModelAdapter.JGraphTListener;Set;Map;0.0
JGrapht;org.jgrapht.ext.JGraphModelAdapter.ShieldedGraph;Set;List;0.0
JGrapht;org.jgrapht.ext.JGraphModelAdapter.ShieldedGraph;Set;Map;0.62
JGrapht;org.jgrapht.ext.JGraphModelAdapter;List;Map;1.0
JGrapht;org.jgrapht.ext.JGraphModelAdapter;List;Set;0.0
JGrapht;org.jgrapht.ext.JGraphModelAdapter;Set;List;0.0
JGrapht;org.jgrapht.ext.JGraphModelAdapter;Set;Map;0.92
JGrapht;org.jgrapht.ext.MatrixExporter;List;Map;0.0
JGrapht;org.jgrapht.ext.MatrixExporter;List;Set;0.0
JGrapht;org.jgrapht.ext.MatrixExporter;Map;List;0.68
JGrapht;org.jgrapht.ext.MatrixExporter;Map;Set;1.0
JGrapht;org.jgrapht.ext.MatrixExporter;Set;List;0.0
JGrapht;org.jgrapht.ext.MatrixExporter;Set;Map;0.0
JGrapht;org.jgrapht.ext.VisioExporter;Set;List;0.0
JGrapht;org.jgrapht.ext.VisioExporter;Set;Map;1.0
JGrapht;org.jgrapht.generate.CompleteBipartiteGraphGenerator;Set;List;0.0
JGrapht;org.jgrapht.generate.CompleteBipartiteGraphGenerator;Set;Map;1.0
JGrapht;org.jgrapht.generate.CompleteGraphGenerator;Set;List;0.0
JGrapht;org.jgrapht.generate.CompleteGraphGenerator;Set;Map;1.0
JGrapht;org.jgrapht.generate.HyperCubeGraphGenerator;List;Map;0.55
JGrapht;org.jgrapht.generate.HyperCubeGraphGenerator;List;Set;0.67
JGrapht;org.jgrapht.generate.HyperCubeGraphGenerator;Map;List;1.0
JGrapht;org.jgrapht.generate.HyperCubeGraphGenerator;Map;Set;1.0
JGrapht;org.jgrapht.generate.LinearGraphGenerator;Map;List;1.0
JGrapht;org.jgrapht.generate.LinearGraphGenerator;Map;Set;1.0
JGrapht;org.jgrapht.generate.RandomGraphGenerator.DefaultEdgeTopologyFactory;Map;List;0.0
JGrapht;org.jgrapht.generate.RandomGraphGenerator.DefaultEdgeTopologyFactory;Map;Set;1.0
JGrapht;org.jgrapht.generate.RandomGraphGenerator;Map;List;1.0
JGrapht;org.jgrapht.generate.RandomGraphGenerator;Map;Set;1.0
JGrapht;org.jgrapht.generate.RingGraphGenerator;Map;List;0.0
JGrapht;org.jgrapht.generate.RingGraphGenerator;Map;Set;1.0
JGrapht;org.jgrapht.generate.ScaleFreeGraphGenerator;List;Map;0.39
JGrapht;org.jgrapht.generate.ScaleFreeGraphGenerator;List;Set;0.82
JGrapht;org.jgrapht.generate.StarGraphGenerator;Map;List;1.0
JGrapht;org.jgrapht.generate.StarGraphGenerator;Map;Set;1.0
JGrapht;org.jgrapht.generate.StarGraphGenerator;Set;List;0.0
JGrapht;org.jgrapht.generate.StarGraphGenerator;Set;Map;1.0
JGrapht;org.jgrapht.generate.WheelGraphGenerator;Map;List;1.0
JGrapht;org.jgrapht.generate.WheelGraphGenerator;Map;Set;1.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer;Set;List;0.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer;Set;Map;0.62
JGrapht;org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics;List;Map;0.31
JGrapht;org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics;List;Set;0.6
JGrapht;org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics;Map;List;0.68
JGrapht;org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics;Map;Set;1.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics;Set;List;0.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics;Set;Map;0.8
JGrapht;org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer;Set;List;0.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer;Set;Map;0.45
JGrapht;org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics;Map;List;0.68
JGrapht;org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics;Map;Set;1.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics;Set;List;0.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics;Set;Map;1.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph;Map;List;0.66
JGrapht;org.jgrapht.graph.AbstractBaseGraph;Map;Set;0.86
JGrapht;org.jgrapht.graph.AbstractBaseGraph;Set;List;0.0
JGrapht;org.jgrapht.graph.AbstractBaseGraph;Set;Map;0.62
JGrapht;org.jgrapht.graph.AbstractGraph;List;Map;1.0
JGrapht;org.jgrapht.graph.AbstractGraph;List;Set;0.0
JGrapht;org.jgrapht.graph.AsUndirectedGraph;Set;List;0.0
JGrapht;org.jgrapht.graph.AsUndirectedGraph;Set;Map;0.62
JGrapht;org.jgrapht.graph.AsWeightedGraph;Map;List;0.72
JGrapht;org.jgrapht.graph.AsWeightedGraph;Map;Set;1.0
JGrapht;org.jgrapht.graph.DefaultGraphMapping;Map;List;0.0
JGrapht;org.jgrapht.graph.DefaultGraphMapping;Map;Set;1.0
JGrapht;org.jgrapht.graph.DefaultListenableGraph;List;Map;0.49
JGrapht;org.jgrapht.graph.DefaultListenableGraph;List;Set;0.46
JGrapht;org.jgrapht.graph.DirectedGraphUnion;Set;List;0.0
JGrapht;org.jgrapht.graph.DirectedGraphUnion;Set;Map;0.62
JGrapht;org.jgrapht.graph.DirectedSubgraph;Set;List;0.0
JGrapht;org.jgrapht.graph.DirectedSubgraph;Set;Map;1.0
JGrapht;org.jgrapht.graph.GraphUnion;Set;List;0.0
JGrapht;org.jgrapht.graph.GraphUnion;Set;Map;1.0
JGrapht;org.jgrapht.graph.MaskEdgeSet.MaskEdgeSetNextElementFunctor;Set;List;0.0
JGrapht;org.jgrapht.graph.MaskEdgeSet.MaskEdgeSetNextElementFunctor;Set;Map;1.0
JGrapht;org.jgrapht.graph.MaskEdgeSet;Set;List;0.0
JGrapht;org.jgrapht.graph.MaskEdgeSet;Set;Map;1.0
JGrapht;org.jgrapht.graph.MaskSubgraph;Set;List;0.0
JGrapht;org.jgrapht.graph.MaskSubgraph;Set;Map;0.94
JGrapht;org.jgrapht.graph.MaskVertexSet.MaskVertexSetNextElementFunctor;Set;List;0.0
JGrapht;org.jgrapht.graph.MaskVertexSet.MaskVertexSetNextElementFunctor;Set;Map;1.0
JGrapht;org.jgrapht.graph.MaskVertexSet;Set;List;0.0
JGrapht;org.jgrapht.graph.MaskVertexSet;Set;Map;1.0
JGrapht;org.jgrapht.graph.Subgraph;Set;List;0.0
JGrapht;org.jgrapht.graph.Subgraph;Set;Map;0.8
JGrapht;org.jgrapht.graph.UndirectedGraphUnion;Set;List;0.0
JGrapht;org.jgrapht.graph.UndirectedGraphUnion;Set;Map;0.0
JGrapht;org.jgrapht.traverse.AbstractGraphIterator;List;Map;0.49
JGrapht;org.jgrapht.traverse.AbstractGraphIterator;List;Set;0.46
JGrapht;org.jgrapht.traverse.CrossComponentIterator;Map;List;0.72
JGrapht;org.jgrapht.traverse.CrossComponentIterator;Map;Set;1.0
JGrapht;org.jgrapht.traverse.CrossComponentIterator;Set;List;0.0
JGrapht;org.jgrapht.traverse.CrossComponentIterator;Set;Map;1.0
JGrapht;org.jgrapht.traverse.TopologicalOrderIterator.LinkedListQueue;List;Map;1.0
JGrapht;org.jgrapht.traverse.TopologicalOrderIterator.LinkedListQueue;List;Set;0.67
JGrapht;org.jgrapht.traverse.TopologicalOrderIterator;Map;List;0.55
JGrapht;org.jgrapht.traverse.TopologicalOrderIterator;Map;Set;1.0
JGrapht;org.jgrapht.traverse.TopologicalOrderIterator;Set;List;0.0
JGrapht;org.jgrapht.traverse.TopologicalOrderIterator;Set;Map;0.92
JGrapht;org.jgrapht.util.ArrayUnenforcedSet.SetForEquality;List;Map;0.93
JGrapht;org.jgrapht.util.ArrayUnenforcedSet.SetForEquality;List;Set;0.0
JGrapht;org.jgrapht.util.ArrayUnenforcedSet;Set;List;0.0
JGrapht;org.jgrapht.util.ArrayUnenforcedSet;Set;Map;0.0
JGrapht;org.jgrapht.util.FibonacciHeap;List;Map;0.67
JGrapht;org.jgrapht.util.FibonacciHeap;List;Set;0.92
