project;class;from;to;metric
Collection;org.apache.commons.collections.bidimap.UnmodifiableSortedBidiMap;Map;Set;1.0
Collection;org.apache.commons.collections.collection.CompositeCollection;List;Map;0.9
Collection;org.apache.commons.collections.collection.CompositeCollection;List;Set;0.79
Collection;org.apache.commons.collections.collection.TransformedCollection;List;Map;1.0
Collection;org.apache.commons.collections.collection.TransformedCollection;List;Set;0.75
Collection;org.apache.commons.collections.comparators.ComparatorChain;List;Map;0.93
Collection;org.apache.commons.collections.comparators.ComparatorChain;List;Set;0.75
Collection;org.apache.commons.collections.comparators.FixedOrderComparator;List;Map;1.0
Collection;org.apache.commons.collections.comparators.FixedOrderComparator;List;Set;0.92
Collection;org.apache.commons.collections.comparators.FixedOrderComparator;Map;List;0.86
Collection;org.apache.commons.collections.comparators.FixedOrderComparator;Map;Set;1.0
Collection;org.apache.commons.collections.functors.MapTransformer;Map;List;0.75
Collection;org.apache.commons.collections.functors.MapTransformer;Map;Set;1.0
Collection;org.apache.commons.collections.functors.SwitchClosure;Map;List;0.86
Collection;org.apache.commons.collections.functors.SwitchClosure;Map;Set;0.86
Collection;org.apache.commons.collections.functors.SwitchClosure;Set;List;0.92
Collection;org.apache.commons.collections.functors.SwitchClosure;Set;Map;1.0
Collection;org.apache.commons.collections.functors.SwitchTransformer;Map;List;0.86
Collection;org.apache.commons.collections.functors.SwitchTransformer;Map;Set;0.86
Collection;org.apache.commons.collections.functors.SwitchTransformer;Set;List;0.92
Collection;org.apache.commons.collections.functors.SwitchTransformer;Set;Map;1.0
Collection;org.apache.commons.collections.functors.UniquePredicate;Set;List;0.75
Collection;org.apache.commons.collections.functors.UniquePredicate;Set;Map;1.0
Collection;org.apache.commons.collections.iterators.CollatingIterator;List;Map;0.88
Collection;org.apache.commons.collections.iterators.CollatingIterator;List;Set;0.88
Collection;org.apache.commons.collections.iterators.EntrySetMapIterator;Map;List;1.0
Collection;org.apache.commons.collections.iterators.EntrySetMapIterator;Map;Set;1.0
Collection;org.apache.commons.collections.iterators.EntrySetMapIterator;Set;List;0.92
Collection;org.apache.commons.collections.iterators.EntrySetMapIterator;Set;Map;1.0
Collection;org.apache.commons.collections.iterators.IteratorChain;List;Map;0.86
Collection;org.apache.commons.collections.iterators.IteratorChain;List;Set;0.85
Collection;org.apache.commons.collections.iterators.ListIteratorWrapper;List;Map;0.86
Collection;org.apache.commons.collections.iterators.ListIteratorWrapper;List;Set;0.86
Collection;org.apache.commons.collections.iterators.LoopingListIterator;List;Map;0.87
Collection;org.apache.commons.collections.iterators.LoopingListIterator;List;Set;0.83
Collection;org.apache.commons.collections.iterators.ObjectGraphIterator;List;Map;0.93
Collection;org.apache.commons.collections.iterators.ObjectGraphIterator;List;Set;0.92
Collection;org.apache.commons.collections.iterators.ReverseListIterator;List;Map;0.93
Collection;org.apache.commons.collections.iterators.ReverseListIterator;List;Set;0.92
Collection;org.apache.commons.collections.keyvalue.TiedMapEntry;Map;List;0.86
Collection;org.apache.commons.collections.keyvalue.TiedMapEntry;Map;Set;1.0
Collection;org.apache.commons.collections.list.AbstractLinkedList;List;Map;0.93
Collection;org.apache.commons.collections.list.AbstractLinkedList;List;Set;0.92
Collection;org.apache.commons.collections.list.AbstractListDecorator;List;Map;0.9
Collection;org.apache.commons.collections.list.AbstractListDecorator;List;Set;0.8
Collection;org.apache.commons.collections.list.CursorableLinkedList;List;Map;1.0
Collection;org.apache.commons.collections.list.CursorableLinkedList;List;Set;0.83
Collection;org.apache.commons.collections.list.FixedSizeList;List;Map;0.92
Collection;org.apache.commons.collections.list.FixedSizeList;List;Set;1.0
Collection;org.apache.commons.collections.list.GrowthList;List;Map;0.96
Collection;org.apache.commons.collections.list.GrowthList;List;Set;0.65
Collection;org.apache.commons.collections.list.LazyList;List;Map;0.88
Collection;org.apache.commons.collections.list.LazyList;List;Set;0.88
Collection;org.apache.commons.collections.list.PredicatedList;List;Map;0.9
Collection;org.apache.commons.collections.list.PredicatedList;List;Set;0.8
Collection;org.apache.commons.collections.list.SetUniqueList.SetListIterator;Set;List;0.8
Collection;org.apache.commons.collections.list.SetUniqueList.SetListIterator;Set;Map;0.8
Collection;org.apache.commons.collections.list.SetUniqueList.SetListListIterator;Set;List;0.77
Collection;org.apache.commons.collections.list.SetUniqueList.SetListListIterator;Set;Map;0.92
Collection;org.apache.commons.collections.list.SetUniqueList;List;Map;0.86
Collection;org.apache.commons.collections.list.SetUniqueList;List;Set;0.86
Collection;org.apache.commons.collections.list.SetUniqueList;Set;List;0.36
Collection;org.apache.commons.collections.list.SetUniqueList;Set;Map;0.82
Collection;org.apache.commons.collections.list.SynchronizedList;List;Map;0.9
Collection;org.apache.commons.collections.list.SynchronizedList;List;Set;0.8
Collection;org.apache.commons.collections.list.TransformedList;List;Map;0.9
Collection;org.apache.commons.collections.list.TransformedList;List;Set;0.8
Collection;org.apache.commons.collections.list.UnmodifiableList;List;Map;1.0
Collection;org.apache.commons.collections.list.UnmodifiableList;List;Set;1.0
Collection;org.apache.commons.collections.map.AbstractHashedMap;Map;List;0.88
Collection;org.apache.commons.collections.map.AbstractHashedMap;Map;Set;0.97
Collection;org.apache.commons.collections.map.AbstractHashedMap;Set;List;0.92
Collection;org.apache.commons.collections.map.AbstractHashedMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.AbstractInputCheckedMapDecorator;Map;List;1.0
Collection;org.apache.commons.collections.map.AbstractInputCheckedMapDecorator;Map;Set;1.0
Collection;org.apache.commons.collections.map.AbstractMapDecorator;Map;List;0.8
Collection;org.apache.commons.collections.map.AbstractMapDecorator;Map;Set;0.84
Collection;org.apache.commons.collections.map.AbstractReferenceMap.ReferenceEntrySet;List;Map;1.0
Collection;org.apache.commons.collections.map.AbstractReferenceMap.ReferenceEntrySet;List;Set;0.83
Collection;org.apache.commons.collections.map.AbstractReferenceMap.ReferenceKeySet;List;Map;1.0
Collection;org.apache.commons.collections.map.AbstractReferenceMap.ReferenceKeySet;List;Set;0.83
Collection;org.apache.commons.collections.map.AbstractReferenceMap.ReferenceValues;List;Map;1.0
Collection;org.apache.commons.collections.map.AbstractReferenceMap.ReferenceValues;List;Set;0.83
Collection;org.apache.commons.collections.map.AbstractSortedMapDecorator;Map;List;1.0
Collection;org.apache.commons.collections.map.AbstractSortedMapDecorator;Map;Set;1.0
Collection;org.apache.commons.collections.map.CompositeMap;Map;List;0.76
Collection;org.apache.commons.collections.map.CompositeMap;Map;Set;0.81
Collection;org.apache.commons.collections.map.CompositeMap;Set;List;0.83
Collection;org.apache.commons.collections.map.CompositeMap;Set;Map;0.92
Collection;org.apache.commons.collections.map.DefaultedMap;Map;List;0.86
Collection;org.apache.commons.collections.map.DefaultedMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.FixedSizeMap;Map;List;1.0
Collection;org.apache.commons.collections.map.FixedSizeMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.FixedSizeMap;Set;List;0.92
Collection;org.apache.commons.collections.map.FixedSizeMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.FixedSizeSortedMap;Map;List;1.0
Collection;org.apache.commons.collections.map.FixedSizeSortedMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.FixedSizeSortedMap;Set;List;0.92
Collection;org.apache.commons.collections.map.FixedSizeSortedMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.Flat3Map.EntrySet;Set;List;0.92
Collection;org.apache.commons.collections.map.Flat3Map.EntrySet;Set;Map;1.0
Collection;org.apache.commons.collections.map.Flat3Map.KeySet;Set;List;0.92
Collection;org.apache.commons.collections.map.Flat3Map.KeySet;Set;Map;1.0
Collection;org.apache.commons.collections.map.Flat3Map;Map;List;0.88
Collection;org.apache.commons.collections.map.Flat3Map;Map;Set;0.97
Collection;org.apache.commons.collections.map.Flat3Map;Set;List;0.92
Collection;org.apache.commons.collections.map.Flat3Map;Set;Map;1.0
Collection;org.apache.commons.collections.map.LRUMap;Map;List;0.93
Collection;org.apache.commons.collections.map.LRUMap;Map;Set;0.92
Collection;org.apache.commons.collections.map.LazyMap;Map;List;0.9
Collection;org.apache.commons.collections.map.LazyMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.LazySortedMap;Map;List;1.0
Collection;org.apache.commons.collections.map.LazySortedMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.LinkedMap.LinkedMapList;Set;List;0.79
Collection;org.apache.commons.collections.map.LinkedMap.LinkedMapList;Set;Map;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.EntrySetView;Map;List;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.EntrySetView;Map;Set;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.EntrySetView;Set;List;0.65
Collection;org.apache.commons.collections.map.ListOrderedMap.EntrySetView;Set;Map;0.96
Collection;org.apache.commons.collections.map.ListOrderedMap.KeySetView;Set;List;0.92
Collection;org.apache.commons.collections.map.ListOrderedMap.KeySetView;Set;Map;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedIterator;List;Map;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedIterator;List;Set;0.92
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedIterator;Map;List;0.8
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedIterator;Map;Set;0.8
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedMapEntry;Map;List;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedMapEntry;Map;Set;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedMapIterator;List;Map;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedMapIterator;List;Set;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedMapIterator;Map;List;0.89
Collection;org.apache.commons.collections.map.ListOrderedMap.ListOrderedMapIterator;Map;Set;0.89
Collection;org.apache.commons.collections.map.ListOrderedMap.ValuesView;Set;List;0.92
Collection;org.apache.commons.collections.map.ListOrderedMap.ValuesView;Set;Map;1.0
Collection;org.apache.commons.collections.map.ListOrderedMap;List;Map;0.8
Collection;org.apache.commons.collections.map.ListOrderedMap;List;Set;0.71
Collection;org.apache.commons.collections.map.ListOrderedMap;Map;List;0.86
Collection;org.apache.commons.collections.map.ListOrderedMap;Map;Set;0.86
Collection;org.apache.commons.collections.map.ListOrderedMap;Set;List;0.92
Collection;org.apache.commons.collections.map.ListOrderedMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.MultiKeyMap;Map;List;1.0
Collection;org.apache.commons.collections.map.MultiKeyMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.MultiKeyMap;Set;List;0.92
Collection;org.apache.commons.collections.map.MultiKeyMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.MultiValueMap.Values;Set;List;0.92
Collection;org.apache.commons.collections.map.MultiValueMap.Values;Set;Map;1.0
Collection;org.apache.commons.collections.map.MultiValueMap;Map;List;0.87
Collection;org.apache.commons.collections.map.MultiValueMap;Map;Set;0.94
Collection;org.apache.commons.collections.map.MultiValueMap;Set;List;0.92
Collection;org.apache.commons.collections.map.MultiValueMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.PredicatedMap;Map;List;1.0
Collection;org.apache.commons.collections.map.PredicatedMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.PredicatedMap;Set;List;0.92
Collection;org.apache.commons.collections.map.PredicatedMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.PredicatedSortedMap;Map;List;1.0
Collection;org.apache.commons.collections.map.PredicatedSortedMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.SingletonMap;Map;List;0.93
Collection;org.apache.commons.collections.map.SingletonMap;Map;Set;0.92
Collection;org.apache.commons.collections.map.SingletonMap;Set;List;0.92
Collection;org.apache.commons.collections.map.SingletonMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.StaticBucketMap.EntryIterator;List;Map;0.9
Collection;org.apache.commons.collections.map.StaticBucketMap.EntryIterator;List;Set;0.82
Collection;org.apache.commons.collections.map.StaticBucketMap;Map;List;0.86
Collection;org.apache.commons.collections.map.StaticBucketMap;Map;Set;1.0
Collection;org.apache.commons.collections.map.StaticBucketMap;Set;List;0.83
Collection;org.apache.commons.collections.map.StaticBucketMap;Set;Map;0.92
Collection;org.apache.commons.collections.map.TransformedMap;Map;List;0.93
Collection;org.apache.commons.collections.map.TransformedMap;Map;Set;0.92
Collection;org.apache.commons.collections.map.TransformedMap;Set;List;0.92
Collection;org.apache.commons.collections.map.TransformedMap;Set;Map;1.0
Collection;org.apache.commons.collections.map.TransformedSortedMap;Map;List;0.98
Collection;org.apache.commons.collections.map.TransformedSortedMap;Map;Set;0.98
Collection;org.apache.commons.collections.map.UnmodifiableSortedMap;Map;List;1.0
Collection;org.apache.commons.collections.map.UnmodifiableSortedMap;Map;Set;1.0
Collection;org.apache.commons.collections.set.AbstractSortedSetDecorator;Set;List;1.0
Collection;org.apache.commons.collections.set.AbstractSortedSetDecorator;Set;Map;1.0
Collection;org.apache.commons.collections.set.CompositeSet;Set;List;0.69
Collection;org.apache.commons.collections.set.CompositeSet;Set;Map;0.9
Collection;org.apache.commons.collections.set.ListOrderedSet;List;Map;0.82
Collection;org.apache.commons.collections.set.ListOrderedSet;List;Set;0.7
Collection;org.apache.commons.collections.set.ListOrderedSet;Set;List;0.92
Collection;org.apache.commons.collections.set.ListOrderedSet;Set;Map;0.92
Collection;org.apache.commons.collections.set.MapBackedSet;Map;List;0.83
Collection;org.apache.commons.collections.set.MapBackedSet;Map;Set;0.83
Collection;org.apache.commons.collections.set.MapBackedSet;Set;List;0.69
Collection;org.apache.commons.collections.set.MapBackedSet;Set;Map;0.97
Collection;org.apache.commons.collections.set.PredicatedSortedSet;Set;List;1.0
Collection;org.apache.commons.collections.set.PredicatedSortedSet;Set;Map;1.0
Collection;org.apache.commons.collections.set.SynchronizedSortedSet;Set;List;1.0
Collection;org.apache.commons.collections.set.SynchronizedSortedSet;Set;Map;1.0
Collection;org.apache.commons.collections.set.TransformedSortedSet;Set;List;1.0
Collection;org.apache.commons.collections.set.TransformedSortedSet;Set;Map;1.0
Collection;org.apache.commons.collections.set.UnmodifiableSortedSet;Set;List;1.0
Collection;org.apache.commons.collections.set.UnmodifiableSortedSet;Set;Map;1.0
