"project";"class";"from";"to";"category";"metric"
"Marauroa";"marauroa.server.game.db.DAORegister";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.server.net.flood.FloodValidator";"Map";"List";"access";0.0
"Marauroa";"marauroa.server.net.flood.FloodValidator";"Map";"List";"deletion";0.0
"Marauroa";"marauroa.server.net.flood.FloodValidator";"Map";"List";"insertion";1.0
"Marauroa";"marauroa.server.net.flood.FloodValidator";"Map";"List";"other";1.0
"Marauroa";"marauroa.server.net.flood.FloodValidator";"Map";"Set";"access";1.0
"Marauroa";"marauroa.server.net.flood.FloodValidator";"Map";"Set";"deletion";0.0
"Marauroa";"marauroa.server.net.flood.FloodValidator";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.server.net.flood.FloodValidator";"Map";"Set";"other";1.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"List";"search";1.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"List";"access";0.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"List";"deletion";0.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"List";"insertion";1.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"List";"other";1.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"Set";"search";1.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"Set";"access";1.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"Set";"deletion";0.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.server.game.rp.RPWorld";"Map";"Set";"other";1.0
"Marauroa";"marauroa.server.net.validator.ConnectionValidator.RemoveBan";"List";"Map";"deletion";0.0
"Marauroa";"marauroa.server.net.validator.ConnectionValidator.RemoveBan";"List";"Set";"deletion";0.0
"Marauroa";"marauroa.common.net.MessageFactory";"Map";"List";"search";1.0
"Marauroa";"marauroa.common.net.MessageFactory";"Map";"List";"access";0.0
"Marauroa";"marauroa.common.net.MessageFactory";"Map";"List";"insertion";1.0
"Marauroa";"marauroa.common.net.MessageFactory";"Map";"Set";"search";1.0
"Marauroa";"marauroa.common.net.MessageFactory";"Map";"Set";"access";1.0
"Marauroa";"marauroa.common.net.MessageFactory";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.common.net.message.MessageS2CCharacterList";"Map";"List";"access";0.0
"Marauroa";"marauroa.common.net.message.MessageS2CCharacterList";"Map";"List";"insertion";1.0
"Marauroa";"marauroa.common.net.message.MessageS2CCharacterList";"Map";"List";"other";0.93
"Marauroa";"marauroa.common.net.message.MessageS2CCharacterList";"Map";"Set";"access";1.0
"Marauroa";"marauroa.common.net.message.MessageS2CCharacterList";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.common.net.message.MessageS2CCharacterList";"Map";"Set";"other";0.92
"Marauroa";"marauroa.common.net.message.MessageS2CCharacterList";"Set";"List";"other";0.0
"Marauroa";"marauroa.common.net.message.MessageS2CCharacterList";"Set";"Map";"other";1.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"List";"Map";"insertion";1.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"List";"Set";"insertion";0.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"List";"search";1.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"List";"access";0.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"List";"deletion";0.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"List";"insertion";1.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"List";"other";0.93
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"Set";"search";1.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"Set";"access";1.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"Set";"deletion";0.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Map";"Set";"other";0.92
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Set";"List";"deletion";0.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Set";"List";"insertion";0.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Set";"Map";"deletion";0.0
"Marauroa";"marauroa.server.game.rp.MarauroaRPZone";"Set";"Map";"insertion";1.0
"Marauroa";"marauroa.server.game.db.CharacterDAO";"List";"Map";"insertion";1.0
"Marauroa";"marauroa.server.game.db.CharacterDAO";"List";"Set";"insertion";0.0
"Marauroa";"marauroa.server.game.db.CharacterDAO";"Map";"List";"insertion";1.0
"Marauroa";"marauroa.server.game.db.CharacterDAO";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.server.game.messagehandler.MessageDispatcher";"Map";"List";"access";0.0
"Marauroa";"marauroa.server.game.messagehandler.MessageDispatcher";"Map";"List";"insertion";1.0
"Marauroa";"marauroa.server.game.messagehandler.MessageDispatcher";"Map";"List";"other";1.0
"Marauroa";"marauroa.server.game.messagehandler.MessageDispatcher";"Map";"Set";"access";1.0
"Marauroa";"marauroa.server.game.messagehandler.MessageDispatcher";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.server.game.messagehandler.MessageDispatcher";"Map";"Set";"other";1.0
"Marauroa";"marauroa.server.game.db.BanListDAO";"List";"Map";"deletion";0.0
"Marauroa";"marauroa.server.game.db.BanListDAO";"List";"Map";"insertion";1.0
"Marauroa";"marauroa.server.game.db.BanListDAO";"List";"Set";"deletion";0.0
"Marauroa";"marauroa.server.game.db.BanListDAO";"List";"Set";"insertion";0.0
"Marauroa";"marauroa.common.net.message.MessageS2CTransferREQ";"List";"Map";"insertion";1.0
"Marauroa";"marauroa.common.net.message.MessageS2CTransferREQ";"List";"Map";"other";0.0
"Marauroa";"marauroa.common.net.message.MessageS2CTransferREQ";"List";"Set";"insertion";0.0
"Marauroa";"marauroa.common.net.message.MessageS2CTransferREQ";"List";"Set";"other";0.0
"Marauroa";"marauroa.server.game.db.StatisticsDAO";"Map";"List";"insertion";1.0
"Marauroa";"marauroa.server.game.db.StatisticsDAO";"Map";"Set";"insertion";1.0
"Marauroa";"marauroa.common.game.Perception";"List";"Map";"deletion";0.0
"Marauroa";"marauroa.common.game.Perception";"List";"Map";"insertion";1.0
"Marauroa";"marauroa.common.game.Perception";"List";"Map";"other";0.93
"Marauroa";"marauroa.common.game.Perception";"List";"Set";"deletion";0.0
"Marauroa";"marauroa.common.game.Perception";"List";"Set";"insertion";0.0
"Marauroa";"marauroa.common.game.Perception";"List";"Set";"other";0.0
"Marauroa";"marauroa.common.game.LinkedRPObjectList";"List";"Map";"other";1.0
"Marauroa";"marauroa.common.game.LinkedRPObjectList";"List";"Set";"other";0.0
"Marauroa";"marauroa.common.net.message.MessageS2CLoginACK";"List";"Map";"insertion";1.0
"Marauroa";"marauroa.common.net.message.MessageS2CLoginACK";"List";"Map";"other";0.0
"Marauroa";"marauroa.common.net.message.MessageS2CLoginACK";"List";"Set";"insertion";0.0
"Marauroa";"marauroa.common.net.message.MessageS2CLoginACK";"List";"Set";"other";0.0
